EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition
4194,54,Female,Sales,Engineer,Bachelor,Divorced,108446,13,12,1,2,Yes,4,No
4195,40,Female,Finance,Executive,Master,Married,63977,11,2,3,3,No,2,No
4196,30,Male,Sales,Specialist,Master,Divorced,136223,13,0,2,3,Yes,3,No
4197,49,Female,Marketing,Specialist,High School,Single,35428,14,3,3,3,No,3,No
4198,40,Female,HR,Manager,Master,Divorced,99141,8,6,4,1,Yes,3,No
4199,34,Female,HR,Specialist,Bachelor,Married,31244,18,12,3,1,Yes,1,Yes
4200,57,Female,Sales,Analyst,Master,Divorced,44264,11,2,1,1,Yes,1,No
4201,38,Female,Sales,Specialist,PhD,Divorced,52035,6,12,2,3,Yes,1,No
4202,19,Female,Marketing,Analyst,PhD,Divorced,36102,16,9,4,2,No,1,No
4203,54,Male,Finance,Executive,High School,Single,101734,13,7,4,2,Yes,3,No
4204,23,Male,Marketing,Analyst,High School,Married,22237,14,1,3,2,Yes,1,No
4205,35,Male,HR,Executive,PhD,Single,17984,13,8,4,2,No,3,No
4206,47,Female,HR,Executive,Master,Single,34640,18,14,3,2,No,4,Yes
4207,39,Female,Operations,Executive,Master,Married,22179,18,13,2,2,Yes,4,No
4208,50,Female,Finance,Analyst,High School,Married,65584,13,2,3,3,Yes,4,No
4209,47,Male,HR,Executive,Bachelor,Divorced,57734,7,10,4,4,Yes,2,No
4210,34,Female,Operations,Analyst,Master,Married,113721,12,13,2,1,Yes,4,No
4211,49,Male,Sales,Engineer,PhD,Divorced,103394,3,5,3,2,Yes,2,Yes
4212,59,Female,HR,Executive,Bachelor,Single,98058,11,6,4,1,Yes,1,No
4213,31,Female,IT,Analyst,Bachelor,Divorced,57193,0,4,4,4,Yes,4,No
4214,27,Male,Finance,Analyst,Master,Married,60053,4,9,1,4,No,4,No
4215,53,Male,Operations,Analyst,Bachelor,Divorced,94028,3,12,3,3,No,4,No
4216,51,Male,Finance,Manager,High School,Single,41544,15,4,3,2,No,1,No
4217,26,Male,Finance,Manager,Bachelor,Married,39174,18,13,3,4,No,4,Yes
4218,59,Male,IT,Executive,High School,Married,17471,19,0,2,1,No,4,No
4219,45,Male,Marketing,Specialist,Master,Divorced,78099,18,3,2,4,Yes,3,No
4220,28,Female,Sales,Engineer,Bachelor,Divorced,44319,2,0,1,3,No,3,Yes
4221,31,Male,Finance,Specialist,PhD,Divorced,60850,15,8,1,3,No,2,No
4222,56,Female,HR,Executive,PhD,Single,54056,6,8,1,4,No,3,No
4223,36,Female,Sales,Clerk,High School,Single,35721,4,14,4,4,Yes,1,Yes
4224,32,Female,HR,Clerk,High School,Married,123005,19,4,4,2,Yes,1,No
4225,45,Female,Sales,Engineer,Master,Married,36534,0,4,1,4,Yes,4,Yes
4226,41,Female,Sales,Engineer,Bachelor,Single,92400,10,12,4,1,No,3,No
4227,25,Male,Operations,Engineer,High School,Divorced,144499,16,4,1,2,Yes,2,Yes
4228,26,Male,HR,Manager,High School,Divorced,91585,11,14,2,4,Yes,2,No
4229,50,Male,HR,Manager,Master,Single,79278,17,6,4,2,Yes,2,Yes
4230,50,Female,Sales,Clerk,Bachelor,Divorced,91408,1,14,4,2,Yes,4,No
4231,36,Male,Finance,Engineer,Bachelor,Single,82314,9,5,1,2,Yes,1,Yes
4232,20,Female,HR,Analyst,High School,Divorced,107131,18,1,3,3,Yes,4,Yes
4233,27,Female,IT,Specialist,Bachelor,Divorced,82037,15,10,1,3,Yes,1,No
4234,57,Female,IT,Clerk,Bachelor,Married,136590,7,9,4,4,Yes,4,No
4235,59,Female,Sales,Engineer,Bachelor,Divorced,93806,1,2,4,3,Yes,1,No
4236,18,Male,Marketing,Analyst,PhD,Divorced,149648,4,4,1,4,No,2,No
4237,46,Male,Sales,Engineer,Bachelor,Single,69879,3,6,1,1,No,1,No
4238,51,Male,Sales,Executive,PhD,Single,147353,3,14,1,2,Yes,3,No
4239,30,Male,Finance,Analyst,Bachelor,Single,138694,0,1,4,4,Yes,3,No
4240,18,Male,Finance,Specialist,Bachelor,Single,129434,14,10,4,3,No,2,No
4241,51,Female,Operations,Executive,Bachelor,Divorced,98189,12,3,4,3,No,2,No
4242,46,Male,Marketing,Manager,High School,Single,84871,16,0,2,3,Yes,4,Yes
4243,30,Female,Marketing,Clerk,High School,Married,26676,5,6,1,3,Yes,3,No
4244,46,Female,Marketing,Engineer,PhD,Single,106263,19,14,2,4,No,2,No
4245,56,Female,Marketing,Clerk,Bachelor,Divorced,148326,12,14,1,3,No,4,No
4246,41,Male,Marketing,Specialist,PhD,Married,49343,11,10,2,1,No,4,No
4247,43,Female,Sales,Engineer,Bachelor,Divorced,57329,11,13,1,4,Yes,3,Yes
4248,34,Female,Sales,Executive,Master,Married,27094,19,1,3,1,No,1,No
4249,24,Male,Operations,Analyst,PhD,Married,89295,9,7,2,1,No,4,No
4250,30,Female,IT,Analyst,High School,Married,29145,1,9,4,2,Yes,3,Yes
4251,22,Female,IT,Engineer,Master,Divorced,18187,14,11,4,1,No,4,Yes
4252,43,Female,Operations,Executive,High School,Married,61386,18,10,2,1,Yes,4,No
4253,20,Male,Operations,Engineer,Master,Divorced,62698,3,0,1,2,Yes,2,No
4254,24,Female,HR,Engineer,Master,Married,94570,13,1,2,4,Yes,2,Yes
4255,56,Female,Sales,Engineer,Master,Single,98801,0,7,4,4,No,2,No
4256,18,Male,Marketing,Analyst,PhD,Single,79156,0,4,4,4,Yes,3,Yes
4257,34,Male,HR,Specialist,PhD,Married,96892,17,13,4,1,No,4,No
4258,42,Female,Finance,Engineer,High School,Married,69914,14,4,2,1,No,3,Yes
4259,20,Male,Sales,Analyst,PhD,Single,21870,10,10,2,4,No,4,No
4260,32,Male,Operations,Manager,High School,Single,82698,17,6,3,4,No,4,No
4261,46,Male,IT,Executive,Bachelor,Divorced,63629,9,13,1,1,Yes,2,No
4262,49,Male,Sales,Manager,High School,Single,125979,3,3,3,3,Yes,2,No
4263,43,Male,Operations,Engineer,High School,Divorced,110117,13,8,4,3,No,4,No
4264,33,Male,Sales,Analyst,PhD,Married,104957,17,2,3,2,Yes,4,Yes
4265,42,Male,Sales,Executive,High School,Divorced,67044,0,7,4,4,Yes,1,No
4266,45,Female,Sales,Clerk,PhD,Married,53811,6,2,1,4,No,1,No
4267,26,Male,Finance,Executive,High School,Divorced,83518,3,14,3,2,Yes,4,No
4268,18,Male,IT,Executive,Bachelor,Divorced,40451,3,7,4,2,Yes,3,No
4269,46,Male,Sales,Engineer,PhD,Divorced,104791,17,13,3,2,No,1,No
4270,39,Female,Operations,Manager,PhD,Married,18515,8,0,2,2,No,4,No
4271,33,Male,Finance,Manager,Bachelor,Married,96947,1,9,2,4,Yes,4,Yes
4272,58,Male,HR,Clerk,PhD,Divorced,81171,4,12,1,4,Yes,1,No
4273,58,Female,Sales,Engineer,High School,Married,66167,5,9,1,3,No,4,No
4274,24,Male,Finance,Executive,Master,Divorced,61477,2,6,3,3,No,3,No
4275,31,Female,Marketing,Specialist,PhD,Married,71677,18,11,1,1,Yes,1,No
4276,46,Female,HR,Manager,Master,Divorced,77649,4,0,1,4,Yes,3,Yes
4277,36,Male,IT,Manager,High School,Single,84158,8,1,2,1,No,4,No
4278,36,Female,Sales,Analyst,Bachelor,Single,125825,19,10,3,4,No,2,No
4279,19,Male,Sales,Executive,PhD,Divorced,45649,5,10,2,4,No,4,No
4280,58,Male,Finance,Engineer,Master,Married,142304,4,11,2,3,No,1,No
4281,32,Female,IT,Manager,Bachelor,Divorced,140956,5,11,2,3,No,3,No
4282,20,Female,Marketing,Engineer,Bachelor,Single,132083,14,0,3,1,No,4,No
4283,28,Male,HR,Executive,PhD,Single,92737,10,9,3,1,Yes,3,No
4284,47,Male,Operations,Executive,Master,Divorced,18470,17,2,3,2,Yes,3,Yes
4285,57,Female,IT,Manager,PhD,Single,21900,18,8,2,1,Yes,1,No
4286,35,Male,Sales,Clerk,High School,Divorced,136250,11,0,1,4,No,3,Yes
4287,19,Male,Finance,Engineer,Bachelor,Single,21132,11,2,3,4,No,3,No
4288,49,Male,Marketing,Engineer,Master,Married,53735,6,1,1,4,No,1,No
4289,25,Female,Finance,Analyst,PhD,Married,119562,15,4,2,3,Yes,3,Yes
4290,39,Male,HR,Executive,Bachelor,Married,84074,11,11,4,2,Yes,4,Yes
4291,23,Male,IT,Executive,PhD,Divorced,30191,3,14,3,4,No,4,No
4292,29,Male,Finance,Manager,Master,Divorced,17747,9,6,1,2,No,3,Yes
4293,57,Female,Operations,Manager,High School,Married,125030,16,14,3,2,No,1,No
4294,53,Female,Operations,Manager,High School,Married,89659,14,5,2,4,Yes,1,Yes
4295,32,Female,Finance,Analyst,High School,Married,62326,7,9,3,2,No,4,No
4296,45,Male,Sales,Clerk,PhD,Single,111583,13,4,2,4,No,2,No
4297,35,Female,Finance,Manager,Bachelor,Married,121369,17,12,4,4,No,2,No
4298,19,Male,Marketing,Manager,High School,Single,93840,7,2,2,4,No,3,No
4299,30,Female,IT,Specialist,High School,Married,91861,13,12,4,3,Yes,2,No
4300,32,Male,HR,Manager,High School,Divorced,72335,15,6,4,3,No,3,No
4301,37,Female,Operations,Analyst,High School,Married,36068,18,11,4,1,No,3,No
4302,46,Male,Finance,Engineer,Master,Single,136489,6,8,1,4,Yes,2,No
4303,59,Male,Marketing,Clerk,Master,Married,15892,16,1,2,4,No,4,No
4304,46,Female,Operations,Engineer,Bachelor,Single,74959,4,5,4,4,Yes,4,Yes
4305,20,Male,Operations,Specialist,Master,Married,136516,12,14,2,1,No,1,No
4306,36,Female,HR,Executive,Master,Single,116927,17,11,3,3,No,1,No
4307,20,Female,Operations,Executive,Master,Single,113663,17,4,2,3,Yes,4,No
4308,31,Male,Marketing,Manager,PhD,Married,102680,18,8,2,1,No,2,No
4309,57,Male,Operations,Specialist,Master,Married,36339,17,7,2,4,Yes,4,No
4310,21,Female,Operations,Engineer,PhD,Divorced,71092,19,8,2,4,Yes,4,No
4311,28,Female,Finance,Analyst,PhD,Divorced,129090,19,6,1,3,Yes,4,Yes
4312,48,Female,Finance,Clerk,Master,Divorced,140084,16,4,4,4,Yes,3,No
4313,49,Male,IT,Engineer,PhD,Single,102594,3,3,4,3,No,1,No
4314,44,Female,Sales,Specialist,High School,Single,103184,16,13,4,4,No,3,No
4315,47,Male,Marketing,Specialist,Bachelor,Divorced,135161,18,12,3,2,No,1,No
4316,19,Male,Sales,Engineer,Master,Divorced,98486,7,7,3,3,Yes,2,No
4317,26,Female,Sales,Clerk,Master,Married,142506,19,1,2,2,Yes,4,No
4318,45,Female,Operations,Engineer,Bachelor,Divorced,48247,0,0,1,3,Yes,2,No
4319,48,Male,HR,Engineer,Master,Single,48867,6,2,1,1,Yes,4,No
4320,51,Male,HR,Clerk,Master,Married,59722,7,6,2,3,Yes,4,Yes
4321,32,Male,Operations,Analyst,Bachelor,Divorced,97836,4,0,2,3,Yes,2,Yes
4322,42,Male,Marketing,Specialist,PhD,Divorced,25401,8,4,4,4,Yes,3,No
4323,53,Female,Sales,Clerk,High School,Divorced,134585,6,13,3,4,Yes,2,No
4324,25,Male,IT,Manager,PhD,Married,135878,3,14,3,1,Yes,2,No
4325,26,Female,Sales,Manager,High School,Married,90087,7,4,3,4,Yes,2,No
4326,54,Female,HR,Manager,Bachelor,Married,65459,1,2,3,4,Yes,3,Yes
4327,56,Female,Sales,Manager,PhD,Divorced,33605,4,10,2,1,Yes,4,No
4328,49,Male,Finance,Executive,PhD,Married,52742,2,0,2,1,No,4,No
4329,34,Male,Finance,Analyst,High School,Married,119418,4,4,3,3,No,3,No
4330,52,Female,IT,Executive,High School,Married,123596,0,7,4,4,Yes,3,No
4331,54,Female,Marketing,Engineer,High School,Married,19667,6,8,4,4,No,1,No
4332,36,Female,Sales,Engineer,High School,Single,123456,9,11,4,1,No,4,No
4333,46,Female,Finance,Clerk,Master,Divorced,117922,15,12,3,3,No,4,No
4334,24,Male,Marketing,Manager,Bachelor,Married,43784,0,5,4,4,No,3,No
4335,45,Female,Finance,Clerk,High School,Single,90095,16,0,2,1,No,4,No
4336,26,Male,Marketing,Engineer,PhD,Single,141474,3,13,3,3,Yes,4,No
4337,45,Male,Marketing,Manager,PhD,Divorced,121594,15,12,4,4,No,2,No
4338,23,Male,Finance,Specialist,PhD,Divorced,62576,8,14,2,4,Yes,1,No
4339,46,Male,Operations,Analyst,High School,Married,114350,7,4,3,1,Yes,3,Yes
4340,34,Female,HR,Engineer,Bachelor,Divorced,43910,18,1,2,1,No,4,No
4341,33,Male,Marketing,Specialist,Master,Divorced,128260,16,0,4,2,Yes,3,Yes
4342,40,Female,Operations,Clerk,High School,Divorced,69596,9,12,1,3,No,3,No
4343,48,Male,Sales,Specialist,High School,Divorced,67907,16,2,4,1,Yes,4,No
4344,20,Female,Operations,Clerk,Master,Married,148241,15,10,2,3,Yes,1,No
4345,38,Female,Finance,Engineer,Bachelor,Single,86996,8,9,1,1,Yes,2,No
4346,43,Female,Operations,Executive,High School,Divorced,149613,4,4,1,3,No,2,Yes
4347,53,Female,HR,Analyst,PhD,Single,21548,1,8,3,3,No,1,Yes
4348,59,Female,Finance,Specialist,PhD,Single,71273,13,6,1,4,No,2,No
4349,54,Male,IT,Specialist,High School,Single,140039,16,5,3,3,Yes,3,No
4350,39,Female,Sales,Engineer,Bachelor,Divorced,120481,12,8,1,2,No,1,No
4351,59,Male,IT,Engineer,PhD,Divorced,45617,12,13,1,4,Yes,2,No
4352,29,Female,Operations,Clerk,PhD,Married,97859,12,13,3,3,Yes,1,No
4353,59,Male,Marketing,Manager,Master,Divorced,23429,17,5,2,1,No,4,Yes
4354,30,Male,Operations,Manager,Bachelor,Divorced,88423,0,10,3,2,Yes,4,No
4355,28,Male,Marketing,Manager,High School,Divorced,121333,3,3,1,4,No,4,Yes
4356,33,Female,IT,Clerk,Master,Single,62704,4,6,4,3,No,3,No
4357,25,Male,IT,Manager,Master,Married,80897,10,12,3,1,Yes,2,No
4358,57,Female,Marketing,Engineer,Master,Single,40091,1,1,3,3,No,2,No
4359,57,Female,HR,Executive,Bachelor,Married,119169,1,1,1,2,No,3,No
4360,19,Male,Sales,Executive,Bachelor,Divorced,149213,15,5,1,1,No,2,No
4361,47,Male,Finance,Executive,Bachelor,Divorced,69790,2,12,4,1,Yes,2,No
4362,47,Female,IT,Manager,High School,Single,144401,5,4,1,1,Yes,2,Yes
4363,29,Female,Sales,Executive,Bachelor,Single,97212,19,5,3,4,Yes,3,Yes
4364,27,Female,Finance,Specialist,Master,Single,119334,3,1,3,4,Yes,1,No
4365,28,Female,Operations,Manager,PhD,Married,16609,4,1,3,2,Yes,1,No
4366,32,Female,Finance,Specialist,High School,Single,124067,6,0,2,1,No,2,No
4367,33,Female,IT,Engineer,High School,Divorced,49128,6,1,3,3,No,4,No
4368,34,Male,HR,Specialist,High School,Married,15623,16,13,2,3,No,1,No
4369,43,Female,HR,Engineer,Master,Married,49333,5,10,1,4,No,4,No
4370,19,Female,Sales,Clerk,Bachelor,Divorced,49688,3,9,2,1,No,3,No
4371,29,Male,Operations,Clerk,Master,Single,131199,1,6,3,2,No,2,No
4372,43,Male,Sales,Specialist,PhD,Single,37871,5,1,1,1,Yes,3,No
4373,40,Male,Marketing,Analyst,Bachelor,Divorced,77693,6,2,2,1,Yes,2,No
4374,35,Female,HR,Engineer,PhD,Divorced,37303,1,10,1,1,No,2,No
4375,49,Male,Sales,Manager,High School,Divorced,104849,17,12,1,4,Yes,2,No
4376,55,Male,Marketing,Analyst,High School,Divorced,89302,9,5,2,3,Yes,4,No
4377,20,Female,Operations,Engineer,Master,Married,49769,6,5,1,3,Yes,1,No
4378,55,Female,Finance,Manager,Bachelor,Married,111676,8,9,1,2,Yes,2,No
4379,20,Female,Sales,Engineer,High School,Single,69827,18,10,3,4,No,3,Yes
4380,47,Female,Marketing,Engineer,Master,Married,58668,18,8,4,2,Yes,2,No
4381,18,Male,HR,Manager,PhD,Married,49279,1,11,4,2,Yes,4,No
4382,47,Female,Finance,Engineer,Master,Married,25285,11,10,1,4,Yes,1,No
4383,49,Male,Sales,Engineer,Bachelor,Divorced,60209,18,11,2,3,No,2,No
4384,45,Female,HR,Engineer,Bachelor,Married,76700,5,14,4,3,Yes,1,Yes
4385,38,Male,Finance,Clerk,Bachelor,Single,148764,0,14,2,3,Yes,4,No
4386,30,Female,IT,Executive,High School,Married,62390,14,1,4,4,Yes,1,No
4387,44,Female,HR,Engineer,Master,Divorced,122850,18,14,3,4,Yes,2,No
4388,53,Female,IT,Manager,PhD,Married,139172,13,6,3,4,No,4,No
4389,24,Male,Operations,Specialist,Bachelor,Single,84788,12,0,2,3,No,1,No
4390,39,Male,Sales,Engineer,Master,Married,125235,4,5,2,2,No,2,No
4391,27,Male,Marketing,Clerk,High School,Single,66060,1,8,3,3,Yes,4,No
4392,56,Female,Sales,Clerk,PhD,Divorced,108011,14,7,2,2,Yes,1,No
4393,32,Male,HR,Specialist,PhD,Single,81811,15,5,1,3,No,2,No
4394,32,Female,IT,Engineer,PhD,Single,47562,6,12,3,1,Yes,2,No
4395,21,Female,IT,Analyst,High School,Divorced,45254,5,5,3,4,No,4,No
4396,49,Female,Finance,Specialist,Bachelor,Single,149743,16,5,3,2,No,4,No
4397,40,Male,Sales,Executive,High School,Married,74562,0,14,3,2,No,2,No
4398,23,Female,Sales,Manager,PhD,Married,135471,5,7,1,3,Yes,2,Yes
4399,41,Male,HR,Manager,Master,Single,54733,5,12,3,2,No,4,No
4400,37,Female,IT,Manager,PhD,Married,56357,3,1,3,1,No,4,No
4401,54,Female,HR,Manager,Master,Married,89696,7,10,2,2,Yes,2,No
4402,37,Female,HR,Clerk,High School,Divorced,80997,8,8,3,2,Yes,4,No
4403,29,Male,Operations,Executive,High School,Single,123693,9,9,4,1,Yes,3,No
4404,50,Male,IT,Engineer,High School,Married,44452,7,7,2,4,No,1,Yes
4405,45,Female,HR,Engineer,Master,Single,71973,1,1,2,3,No,2,No
4406,25,Male,IT,Analyst,High School,Single,83342,19,13,4,3,Yes,3,No
4407,18,Male,HR,Engineer,Bachelor,Married,62988,16,10,2,4,Yes,2,No
4408,54,Female,Marketing,Executive,PhD,Divorced,71602,0,7,1,1,Yes,1,No
4409,39,Female,HR,Engineer,Bachelor,Divorced,54415,13,0,3,4,No,4,Yes
4410,23,Male,HR,Clerk,Master,Single,100676,4,5,3,2,No,3,No
4411,38,Female,Marketing,Specialist,High School,Divorced,36781,8,5,2,3,Yes,4,No
4412,49,Female,Sales,Engineer,PhD,Married,23993,19,8,3,3,No,3,Yes
4413,52,Male,IT,Manager,High School,Married,95689,16,8,2,3,Yes,1,No
4414,32,Male,Finance,Manager,High School,Divorced,25549,5,4,3,1,No,2,No
4415,22,Female,Marketing,Specialist,PhD,Divorced,142549,0,0,2,1,No,4,No
4416,23,Male,Sales,Manager,PhD,Single,121522,17,11,2,2,Yes,3,No
4417,42,Male,HR,Manager,Bachelor,Divorced,144662,10,13,2,1,Yes,3,Yes
4418,57,Female,Operations,Clerk,Bachelor,Single,34451,3,10,1,1,No,3,Yes
4419,46,Female,Sales,Clerk,Bachelor,Married,100271,19,0,2,1,No,1,No
4420,24,Female,Marketing,Clerk,Bachelor,Divorced,17332,5,6,1,4,Yes,2,No
4421,57,Female,Operations,Engineer,Bachelor,Single,135004,7,10,1,4,No,2,No
4422,30,Male,HR,Specialist,Master,Single,146808,18,10,4,3,Yes,1,Yes
4423,55,Male,Sales,Manager,Master,Single,51615,14,3,2,1,Yes,4,No
4424,35,Female,Finance,Analyst,High School,Single,65450,18,8,1,1,Yes,2,No
4425,19,Female,IT,Specialist,High School,Married,98011,1,2,4,3,Yes,1,No
4426,25,Female,IT,Analyst,Bachelor,Divorced,15232,3,14,3,1,Yes,3,No
4427,28,Female,Marketing,Manager,High School,Single,111866,3,5,1,4,No,3,No
4428,50,Male,HR,Executive,Master,Divorced,64373,11,8,1,1,Yes,4,No
4429,55,Male,HR,Specialist,Master,Divorced,86269,17,3,1,4,No,3,No
4430,44,Female,IT,Engineer,High School,Married,39514,11,4,4,4,Yes,1,Yes
4431,37,Female,Sales,Analyst,Bachelor,Divorced,15364,18,4,4,3,Yes,1,Yes
4432,29,Male,HR,Specialist,Master,Married,127004,14,12,1,2,No,3,Yes
4433,48,Male,Finance,Specialist,PhD,Married,124285,9,4,2,1,Yes,1,Yes
4434,44,Male,Finance,Clerk,PhD,Single,47378,6,1,4,2,Yes,3,No
4435,49,Male,HR,Executive,High School,Married,122746,1,10,4,2,Yes,3,No
4436,27,Female,HR,Clerk,Bachelor,Single,41339,12,1,3,2,Yes,4,No
4437,20,Male,IT,Executive,High School,Married,94152,15,14,3,3,No,1,No
4438,44,Male,Marketing,Executive,Bachelor,Married,60383,7,0,1,2,No,1,No
4439,52,Male,IT,Engineer,Bachelor,Divorced,26924,0,13,3,3,No,3,No
4440,48,Female,Marketing,Specialist,PhD,Single,100311,16,12,2,1,No,4,No
4441,32,Female,Finance,Clerk,Master,Divorced,64887,14,0,1,2,No,4,Yes
4442,33,Male,Marketing,Clerk,Master,Married,116818,13,3,1,4,No,3,No
4443,30,Male,IT,Analyst,High School,Single,133463,6,2,4,2,No,2,No
4444,52,Female,HR,Specialist,High School,Married,128890,18,3,1,2,Yes,4,No
4445,28,Female,Marketing,Manager,Bachelor,Married,101581,9,10,3,4,Yes,3,No
4446,38,Male,IT,Manager,Master,Divorced,30886,19,11,1,1,Yes,1,No
4447,28,Female,Finance,Analyst,Bachelor,Single,115018,10,14,1,4,No,2,No
4448,47,Male,Operations,Executive,PhD,Single,62521,19,11,3,1,No,3,No
4449,52,Female,Marketing,Analyst,PhD,Single,111663,4,5,4,3,Yes,3,No
4450,39,Male,Finance,Analyst,Bachelor,Married,118553,6,10,2,3,No,3,No
4451,55,Male,Finance,Clerk,Bachelor,Single,125086,11,0,3,4,Yes,1,Yes
4452,48,Female,Sales,Analyst,Bachelor,Married,105051,1,7,2,3,No,2,No
4453,31,Male,Operations,Executive,Bachelor,Married,86678,6,7,2,4,No,3,No
4454,41,Female,Marketing,Manager,Bachelor,Married,78207,4,6,2,3,Yes,4,No
4455,49,Female,IT,Engineer,PhD,Single,34519,11,11,1,4,No,1,Yes
4456,53,Female,Marketing,Specialist,PhD,Divorced,119182,3,14,2,4,Yes,2,Yes
4457,49,Male,Marketing,Analyst,PhD,Married,53710,18,10,4,3,Yes,4,No
4458,32,Male,Operations,Specialist,High School,Divorced,133667,2,10,4,3,No,3,No
4459,52,Male,Finance,Analyst,PhD,Single,46720,16,3,4,1,Yes,2,No
4460,20,Female,Finance,Specialist,Master,Single,131199,3,7,1,4,No,4,Yes
4461,33,Male,Finance,Clerk,Master,Single,36284,8,8,3,2,No,4,No
4462,22,Male,Finance,Clerk,Bachelor,Single,17962,1,14,4,2,Yes,3,Yes
4463,38,Male,Operations,Specialist,PhD,Single,122390,9,4,2,2,Yes,2,Yes
4464,27,Male,IT,Analyst,Bachelor,Divorced,138733,19,5,1,4,No,1,No
4465,36,Female,HR,Analyst,Bachelor,Single,148482,8,9,1,1,No,3,No
4466,42,Male,Sales,Executive,Master,Single,129867,7,7,4,1,Yes,1,No
4467,21,Female,Finance,Manager,Master,Single,81124,17,4,2,4,No,2,Yes
4468,46,Female,Finance,Manager,Bachelor,Single,144238,10,11,2,3,Yes,4,No
4469,36,Female,Sales,Engineer,Master,Single,33429,18,3,4,3,No,3,No
4470,19,Female,Finance,Manager,Bachelor,Married,102774,17,7,2,2,Yes,3,No
4471,27,Male,HR,Engineer,Bachelor,Married,140279,18,13,1,4,Yes,1,No
4472,42,Male,Marketing,Clerk,Bachelor,Divorced,143592,16,14,1,2,No,4,No
4473,37,Male,Sales,Engineer,High School,Single,91764,19,2,4,1,Yes,3,No
4474,36,Female,IT,Engineer,Master,Divorced,138444,16,14,2,4,No,4,Yes
4475,40,Male,Sales,Manager,Master,Divorced,118068,14,5,3,4,No,3,No
4476,41,Female,HR,Analyst,PhD,Single,120391,15,8,4,1,Yes,1,No
4477,28,Male,Operations,Clerk,Master,Single,100973,16,5,1,2,Yes,2,No
4478,51,Male,IT,Executive,PhD,Married,142669,7,13,4,1,No,1,Yes
4479,45,Male,Marketing,Engineer,Bachelor,Single,22166,6,8,4,2,Yes,1,No
4480,22,Female,Finance,Engineer,High School,Married,27646,3,7,1,2,Yes,4,No
4481,22,Male,Sales,Specialist,Bachelor,Divorced,143513,6,11,3,2,No,2,Yes
4482,38,Female,IT,Engineer,Bachelor,Divorced,33034,10,8,4,2,Yes,4,Yes
4483,29,Female,Sales,Analyst,Bachelor,Married,72846,2,9,3,2,No,3,No
4484,21,Female,Marketing,Executive,PhD,Married,94903,1,13,3,2,Yes,3,No
4485,59,Male,Sales,Specialist,High School,Single,107517,0,8,1,2,Yes,4,No
4486,37,Male,IT,Manager,Bachelor,Married,23253,5,7,4,3,Yes,2,No
4487,55,Female,HR,Clerk,PhD,Married,126712,13,8,4,1,No,4,No
4488,42,Female,Operations,Analyst,Bachelor,Single,93275,3,13,3,1,Yes,3,No
4489,31,Female,IT,Executive,High School,Divorced,116590,15,6,4,2,Yes,2,No
4490,28,Female,Sales,Clerk,Bachelor,Married,29741,9,6,3,1,No,1,No
4491,49,Female,Marketing,Manager,Bachelor,Single,30341,4,10,1,3,No,3,No
4492,28,Male,Finance,Clerk,Master,Single,104194,10,3,1,1,No,3,No
4493,35,Male,Finance,Specialist,PhD,Married,31740,0,0,1,3,Yes,4,Yes
4494,44,Male,Marketing,Engineer,High School,Divorced,77485,16,14,3,3,No,4,No
4495,35,Female,Sales,Engineer,PhD,Single,95824,13,6,4,2,No,2,No
4496,40,Female,Operations,Analyst,Master,Married,74785,6,7,4,1,No,2,No
4497,28,Male,Marketing,Clerk,Bachelor,Divorced,118270,13,11,2,1,Yes,1,No
4498,38,Male,Sales,Engineer,High School,Married,42877,0,8,2,3,No,2,No
4499,22,Female,IT,Analyst,High School,Single,148642,5,0,1,2,No,2,Yes
4500,40,Female,Operations,Analyst,PhD,Single,47391,6,8,4,2,No,4,Yes
4501,58,Female,HR,Specialist,Bachelor,Single,134587,10,14,3,3,No,2,No
4502,42,Male,Sales,Analyst,Master,Married,112702,9,6,3,4,Yes,4,No
4503,58,Female,Finance,Manager,Bachelor,Single,36087,2,6,3,4,No,4,No
4504,27,Female,Finance,Engineer,PhD,Married,55509,18,2,4,1,No,4,No
4505,39,Female,Operations,Engineer,High School,Divorced,49664,1,0,4,2,Yes,3,No
4506,36,Male,HR,Executive,High School,Divorced,40558,11,6,1,3,No,4,No
4507,18,Female,Sales,Manager,Bachelor,Divorced,116268,11,12,2,4,No,4,No
4508,24,Male,HR,Engineer,Bachelor,Divorced,24302,0,9,4,2,No,4,No
4509,21,Female,IT,Specialist,Bachelor,Single,110826,13,7,3,4,No,4,Yes
4510,18,Female,HR,Engineer,Bachelor,Single,106659,10,5,4,3,No,3,No
4511,32,Male,IT,Executive,Master,Married,36508,7,13,2,2,Yes,3,No
4512,57,Female,Finance,Clerk,Master,Divorced,141323,8,6,2,2,No,3,No
4513,29,Male,IT,Clerk,Master,Divorced,36420,17,8,3,4,No,3,No
4514,39,Female,Sales,Manager,Master,Married,121926,12,7,1,2,Yes,3,No
4515,39,Male,Operations,Analyst,PhD,Married,75777,3,13,2,2,Yes,1,No
4516,34,Female,Operations,Executive,High School,Married,58419,15,4,2,3,Yes,3,No
4517,46,Male,Sales,Executive,High School,Married,53880,2,11,2,4,No,2,No
4518,31,Male,Sales,Engineer,PhD,Divorced,82618,3,10,2,2,No,3,No
